Date;TransactionID_count;TransactionID_nunique;CustomerID_count;CustomerID_nunique;ProductID_count;ProductID_nunique;Age_mean;Age_std;Age_min;Age_max;Income_mean;Income_std;StoreID_count;StoreID_nunique;Qty_sum;Qty_mean;TotalAmount_sum;TotalAmount_mean;TotalAmount_std;Price_x_mean;Price_x_std;ProductID_P1;ProductID_P10;ProductID_P2;ProductID_P3;ProductID_P4;ProductID_P5;ProductID_P6;ProductID_P7;ProductID_P8;ProductID_P9;Age_0;Age_2;Age_3;Age_18;Age_19;Age_20;Age_21;Age_22;Age_23;Age_24;Age_25;Age_26;Age_27;Age_28;Age_29;Age_30;Age_31;Age_32;Age_33;Age_34;Age_35;Age_36;Age_37;Age_38;Age_39;Age_40;Age_41;Age_42;Age_43;Age_44;Age_45;Age_46;Age_47;Age_48;Age_49;Age_50;Age_51;Age_52;Age_53;Age_54;Age_55;Age_56;Age_57;Age_58;Age_59;Age_60;Age_61;Age_62;Age_65;Age_66;Age_68;Age_69;Age_70;Age_72;StoreID_1;StoreID_2;StoreID_3;StoreID_4;StoreID_5;StoreID_6;StoreID_7;StoreID_8;StoreID_9;StoreID_10;StoreID_11;StoreID_12;StoreID_13;StoreID_14;StoreName_Bonafid;StoreName_Buana;StoreName_Buana Indah;StoreName_Gita Ginara;StoreName_Harapan Baru;StoreName_Lingga;StoreName_Prestasi Utama;StoreName_Priangan;StoreName_Prima Kelapa Dua;StoreName_Prima Kota;StoreName_Prima Tendean;StoreName_Sinar Harapan;GroupStore_Buana;GroupStore_Gita;GroupStore_Harapan Baru;GroupStore_Lingga;GroupStore_Prestasi;GroupStore_Priangan;GroupStore_Prima;Type_General Trade;Type_Modern Trade;Latitude_-1,26916;Latitude_-2,990934;Latitude_-3,654703;Latitude_-5,135399;Latitude_-5,45;Latitude_-6,2;Latitude_-6,914864;Latitude_-6,966667;Latitude_-7,250445;Latitude_-7,797068;Latitude_0,533505;Latitude_3,316694;Latitude_3,597031;Latitude_5,54829;Longitude_101,447403;Longitude_104,756554;Longitude_105,26667;Longitude_106,816666;Longitude_107,608238;Longitude_110,370529;Longitude_110,416664;Longitude_112,768845;Longitude_114,590111;Longitude_116,825264;Longitude_119,42379;Longitude_128,190643;Longitude_95,323753;Longitude_98,678513;Marital Status_Married;Marital Status_Single;Gender_0;Gender_1;Product Name_Cashew;Product Name_Cheese Stick;Product Name_Choco Bar;Product Name_Coffee Candy;Product Name_Crackers;Product Name_Ginger Candy ;Product Name_Oat;Product Name_Potato Chip;Product Name_Thai Tea;Product Name_Yoghurt
2022-01-31;15;15;15;15;15;7;42.8;15.128969372885726;2;59;1289.1333333333334;885.3107498553961;15;9;59;3.933333333333333;537900;35860.0;20768.444470260303;8913.333333333334;4359.040960490976;0;3;2;1;2;3;0;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;1;1;0;1;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;3;2;1;1;1;1;0;0;3;0;0;2;1;0;1;2;0;1;0;2;0;3;1;4;1;3;1;1;3;2;4;8;7;0;0;0;1;2;1;0;2;1;3;3;1;0;1;3;0;2;1;0;3;2;1;1;0;1;0;1;0;14;1;9;6;0;3;0;3;1;2;0;2;3;1
2022-02-01;12;12;12;11;12;6;43.083333333333336;15.299782133525083;19;65;520.9166666666666;497.4077270908615;12;9;50;4.166666666666667;317300;26441.666666666668;21040.543474372753;6300.0;3512.3159932391673;1;1;2;2;0;5;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;2;1;1;1;0;2;1;0;2;0;2;2;1;0;2;1;0;0;1;1;0;2;3;2;3;1;1;0;2;9;3;2;0;0;1;0;0;1;0;2;1;1;1;2;1;1;0;0;0;1;1;0;2;1;2;1;0;1;2;11;1;5;7;0;1;1;1;2;2;0;0;5;0
2022-02-02;12;12;12;12;12;8;45.75;14.759434578970465;20;61;523.5;499.1846989205134;12;9;54;4.5;462600;38550.0;20098.91448900571;9616.666666666666;4043.5882654649763;2;2;1;2;0;1;0;1;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;2;2;0;1;0;0;1;1;2;1;0;1;1;0;0;1;1;1;1;2;1;0;2;0;2;1;2;1;2;2;1;0;4;6;6;1;1;2;0;0;2;2;1;0;0;0;1;1;1;0;1;0;2;2;0;1;0;1;1;0;2;1;1;11;1;2;10;0;2;2;1;2;1;1;0;1;2
2022-02-03;14;14;14;14;14;7;46.857142857142854;14.114134447736822;18;61;699.5;335.8582003900318;14;10;58;4.142857142857143;440000;31428.571428571428;23960.10878912726;7471.428571428572;3376.030571185992;2;1;1;4;1;4;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;1;2;1;1;0;0;0;0;0;0;0;1;2;1;0;1;1;0;1;0;1;2;2;2;0;1;2;0;0;1;1;2;0;2;1;1;3;2;1;2;1;4;0;4;9;5;2;2;0;1;0;1;2;0;1;1;2;0;1;1;2;2;0;1;2;1;0;1;0;2;1;0;1;1;10;4;8;6;0;1;2;0;4;1;0;1;4;1
2022-02-04;17;17;17;15;17;9;34.05882352941177;17.49453696241806;0;60;718.3529411764706;557.3767735087808;17;8;62;3.6470588235294117;476300;28017.647058823528;14378.205524948064;8929.411764705883;5003.344469687545;2;1;3;2;1;3;1;0;2;2;2;0;0;2;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;1;0;0;0;0;2;0;0;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;2;1;2;0;1;0;0;3;0;0;0;3;3;2;1;3;0;0;0;0;3;2;1;2;2;3;3;1;3;0;3;2;5;10;7;3;3;0;0;2;2;1;0;1;2;0;0;0;3;0;3;2;2;1;2;0;1;0;3;0;0;3;0;13;4;11;6;1;1;2;0;2;3;2;1;3;2
2022-02-05;13;13;13;13;13;9;42.23076923076923;13.534855288931157;25;66;935.2307692307693;922.1035872617705;13;7;47;3.6153846153846154;431600;33200.0;19251.14715196647;10238.461538461539;5409.180230795676;1;1;1;1;2;3;2;0;1;1;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;3;0;2;0;2;1;0;0;2;0;1;0;0;0;3;0;3;2;1;2;0;0;2;0;3;2;3;2;1;2;7;6;0;2;1;2;1;0;2;3;0;0;0;0;0;2;0;2;1;0;2;0;3;0;0;0;2;1;2;0;10;3;8;5;2;1;1;0;1;1;1;2;3;1
2022-02-06;14;14;14;14;14;8;43.785714285714285;14.534725376086119;20;62;931.1428571428571;894.776797018964;14;10;51;3.642857142857143;509100;36364.28571428572;19454.54691336695;10950.0;4682.988854928507;2;0;1;1;0;1;1;2;4;2;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;0;1;1;0;1;3;1;3;1;1;1;0;0;0;1;3;0;3;1;1;2;0;1;1;0;1;1;3;4;2;2;0;1;2;9;5;0;0;1;1;1;1;1;1;3;0;0;3;1;1;0;0;1;1;1;0;1;3;3;0;1;1;1;1;9;5;9;5;1;0;2;2;1;1;4;0;1;2
2022-02-07;9;9;9;8;9;7;36.888888888888886;12.097979629306339;20;56;666.8888888888889;416.0256736201639;9;7;32;3.5555555555555554;328600;36511.11111111111;17070.76773642917;11277.777777777777;4723.816724264865;0;0;1;1;1;0;1;2;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;1;0;0;2;1;1;0;0;1;0;1;0;2;1;1;0;2;0;0;1;1;1;2;1;2;0;2;6;3;0;1;0;1;0;0;2;0;1;0;1;1;2;0;1;1;0;0;2;0;0;1;1;0;1;0;0;2;7;2;8;1;1;0;0;2;1;1;2;1;0;1
2022-02-08;11;11;11;11;11;7;41.0;11.541230437002808;25;61;828.0;499.35198007017055;11;7;62;5.636363636363637;477000;43363.63636363636;24962.502788273163;8145.454545454545;4552.002556318183;3;0;3;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;1;1;4;1;0;1;1;0;1;1;2;4;0;0;0;0;1;1;2;1;2;5;0;0;9;2;1;4;2;0;0;0;0;1;1;0;1;0;1;0;1;4;0;0;0;0;1;1;0;1;0;2;0;1;8;3;6;5;1;0;3;1;0;3;0;1;1;1
2022-02-09;18;18;18;18;18;9;43.5;13.342766271081343;18;62;739.8333333333334;469.9218020053976;18;10;61;3.388888888888889;414600;23033.333333333332;17539.76993611275;7300.0;4970.619561335328;1;1;4;0;1;7;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;1;0;0;2;0;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;2;2;5;0;1;2;1;1;0;1;2;0;1;0;1;1;1;0;1;2;0;0;2;5;2;3;2;1;2;2;2;0;9;7;11;1;0;0;2;0;2;2;0;1;5;2;1;1;1;2;0;0;2;2;5;0;1;1;1;2;0;1;1;14;4;9;9;1;1;1;1;0;4;1;1;7;1
2022-02-10;13;13;13;13;13;9;37.15384615384615;10.776874576658376;25;58;779.0;529.7853338853389;13;10;47;3.6153846153846154;502500;38653.846153846156;18640.48530236518;12146.153846153846;4161.453148563889;1;2;0;1;1;1;1;1;3;2;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;1;1;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;3;1;1;1;0;1;0;1;2;0;1;1;0;1;3;0;2;2;1;1;0;1;1;1;4;0;2;3;1;2;8;5;0;2;1;1;1;1;1;3;1;0;1;1;0;0;1;2;1;1;1;0;3;1;1;0;1;1;0;0;9;4;6;7;1;2;1;1;1;0;3;1;1;2
2022-02-11;15;15;15;14;15;9;44.266666666666666;14.184834289110459;18;66;843.4;653.1740962408107;15;10;65;4.333333333333333;537400;35826.666666666664;18059.246411530603;9846.666666666666;4874.550040284548;2;0;1;1;1;3;1;2;3;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;2;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;1;1;1;3;1;1;2;0;0;3;0;1;1;3;1;1;1;0;1;0;1;1;1;0;5;2;4;2;1;3;1;2;11;4;1;0;0;1;1;0;1;1;3;1;3;1;0;2;3;0;1;0;1;1;1;3;1;1;1;0;2;0;11;4;6;9;1;0;2;2;1;1;3;1;3;1
2022-02-12;11;11;11;11;11;8;37.45454545454545;6.2986289994511715;29;49;891.6363636363636;313.21822192435513;11;7;34;3.090909090909091;293500;26681.81818181818;14120.53952098277;10318.181818181818;5291.65724170003;0;1;1;1;0;2;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;1;1;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;1;0;1;1;1;3;0;1;0;0;0;1;1;3;0;3;1;1;1;0;0;1;2;3;4;3;8;1;1;1;0;3;1;0;0;0;3;1;0;0;0;1;1;3;1;0;3;0;0;0;1;0;1;0;0;9;2;6;5;1;1;0;1;1;1;2;0;2;2
2022-02-13;13;13;13;13;13;8;34.30769230769231;14.516568782972415;19;69;600.9230769230769;450.5521541284023;13;9;38;2.923076923076923;334800;25753.846153846152;12022.244340153753;10230.76923076923;5376.396658138332;1;2;2;0;0;2;1;1;2;2;0;0;0;0;2;0;1;0;0;0;2;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;1;1;0;2;2;1;1;0;0;0;1;1;0;2;1;1;1;0;1;1;3;0;2;2;2;3;1;0;1;4;7;6;0;0;1;0;1;0;1;1;1;3;0;2;1;2;0;0;1;0;1;3;1;1;2;0;0;1;2;1;5;8;9;4;1;2;1;1;0;2;2;0;2;2
2022-02-14;13;13;13;13;13;7;42.38461538461539;12.072961950425018;23;62;882.2307692307693;463.3235287654754;13;10;49;3.769230769230769;557000;42846.153846153844;14042.175483438892;12346.153846153846;4666.121763058944;1;3;0;3;1;1;2;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;3;1;2;1;0;0;1;0;1;0;1;1;2;1;0;1;0;2;0;1;1;3;1;1;1;3;0;2;1;1;5;5;8;1;0;1;1;1;1;1;1;2;3;1;0;0;0;1;0;1;1;1;3;1;2;0;1;1;1;0;0;12;1;8;5;2;3;1;0;3;0;2;1;1;0
2022-02-15;12;12;12;11;12;7;45.083333333333336;12.493331554606776;25;61;961.4166666666666;466.2739066906983;12;8;52;4.333333333333333;456400;38033.333333333336;22086.414307662006;9591.666666666666;5144.539617768326;0;3;1;1;0;3;1;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;1;0;0;3;2;0;1;0;1;0;1;2;0;1;2;0;0;4;0;2;0;1;1;1;3;0;0;4;1;2;2;4;8;1;0;1;3;2;1;0;0;0;1;1;2;0;0;1;0;2;1;0;1;0;0;2;1;3;1;0;0;10;2;7;5;1;3;0;2;1;1;0;0;3;1
2022-02-16;13;13;13;13;13;7;46.15384615384615;10.29438482738813;32;62;864.1538461538462;535.4264415948976;13;10;55;4.230769230769231;445600;34276.92307692308;17274.555172572647;8676.923076923076;2601.651349352896;2;0;1;2;2;1;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0;1;0;2;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;2;1;2;0;2;1;1;0;1;1;1;2;1;2;1;1;0;1;2;2;1;4;1;2;1;2;9;4;1;2;1;0;1;1;1;1;0;0;0;1;2;2;0;2;1;1;1;0;1;0;1;1;0;1;2;2;13;0;5;8;0;0;2;2;2;1;0;2;1;3
2022-02-17;16;16;16;16;16;9;43.5625;12.696292109641039;22;60;897.4375;591.4685642534183;16;8;47;2.9375;404300;25268.75;12146.918333470428;10525.0;4909.514572066502;1;2;1;4;1;2;1;0;3;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;2;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;3;1;0;0;0;3;4;1;1;2;0;0;0;0;0;1;1;4;2;0;1;3;0;4;0;1;4;4;3;0;4;8;8;0;2;4;0;0;0;1;1;0;3;1;0;1;3;1;2;0;0;1;3;1;0;0;0;0;4;3;1;13;3;12;4;1;2;1;0;4;1;3;1;2;1
2022-02-18;12;12;12;11;12;8;42.583333333333336;14.853578285342149;23;61;958.75;796.2038483842051;12;10;45;3.75;323300;26941.666666666668;12369.056577041783;8200.0;4226.969686107616;1;1;2;2;0;2;0;2;1;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;1;1;2;1;2;0;0;1;1;0;1;1;1;2;2;0;1;1;1;0;2;2;1;4;2;0;1;2;7;5;1;0;1;1;1;0;1;1;0;1;0;1;2;2;0;0;1;0;1;1;1;0;1;1;1;1;2;2;7;5;4;8;0;1;1;2;2;2;1;0;2;1
2022-02-19;12;12;12;12;12;7;44.166666666666664;11.392448322809228;26;62;840.5;510.82206473309446;12;8;41;3.4166666666666665;388200;32350.0;16556.267695347284;10866.666666666666;4928.826770473206;0;2;1;0;1;2;0;2;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;0;1;0;0;2;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2;2;0;1;0;1;1;1;3;0;1;0;0;1;0;2;1;2;0;0;0;2;0;4;1;2;2;2;3;0;2;8;4;1;0;1;1;0;0;0;2;0;2;3;0;1;1;3;0;0;0;0;2;2;0;0;1;1;1;1;1;7;5;8;4;0;2;0;2;0;1;3;1;2;1
2022-02-20;7;7;7;7;7;5;32.857142857142854;11.036735197037384;19;51;623.5714285714286;541.6477505854573;7;5;22;3.142857142857143;202800;28971.428571428572;14796.138492380851;11071.42857142857;4647.118923130146;0;1;0;1;0;1;0;2;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;2;0;2;0;0;0;1;1;1;2;2;0;0;0;0;0;1;1;1;2;2;0;4;3;0;2;1;0;2;0;0;1;0;0;0;0;1;0;0;2;2;0;0;0;1;0;0;0;0;1;0;1;6;1;3;4;0;1;0;2;1;0;2;0;1;0
2022-02-21;13;13;13;13;13;6;37.92307692307692;8.430713082350929;23;55;922.4615384615385;502.3315000051618;13;10;53;4.076923076923077;424200;32630.76923076923;16300.07078795389;8830.76923076923;5279.265197510069;0;1;3;2;0;2;0;2;3;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;0;1;1;2;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;1;1;1;0;0;1;0;3;1;2;3;1;1;0;1;0;1;0;1;1;2;4;3;1;1;1;1;2;9;4;3;0;0;1;1;1;0;1;2;1;1;1;0;1;1;0;1;1;0;1;1;2;1;3;1;0;1;0;10;3;6;7;0;1;0;2;2;3;3;0;2;0
2022-02-22;13;13;13;13;13;8;40.53846153846154;13.836036189454603;18;60;764.9230769230769;623.1791424540327;13;10;49;3.769230769230769;366400;28184.615384615383;16597.482045672175;8300.0;3831.8837839022904;1;1;3;1;2;1;0;2;0;2;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;2;1;3;1;1;1;1;1;1;2;3;0;1;0;1;2;2;1;1;3;3;1;8;5;1;2;0;1;3;0;0;1;1;1;1;1;1;0;1;2;3;0;0;1;1;1;1;1;1;0;0;1;8;5;7;6;0;1;1;2;1;3;0;2;1;2
2022-02-23;18;18;18;18;18;8;46.611111111111114;15.270651932956772;22;69;745.2222222222222;498.06455470510525;18;11;75;4.166666666666667;659400;36633.333333333336;25985.62951279939;10255.555555555555;4911.837109559891;4;1;0;0;1;5;1;1;4;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;3;2;0;0;1;0;0;1;0;0;0;1;1;1;2;0;1;2;2;1;1;0;5;1;2;5;1;1;1;2;0;1;1;1;0;3;6;3;3;2;1;1;2;13;5;5;0;2;0;1;0;1;1;2;1;1;1;1;2;1;0;1;0;1;1;1;2;1;5;0;2;2;1;13;5;10;8;1;1;4;1;0;0;4;1;5;1
2022-02-24;11;11;11;11;11;6;37.36363636363637;9.500239231437568;23;53;977.1818181818181;698.5635000745199;11;9;33;3.0;297000;27000.0;16645.479866918828;10036.363636363636;5002.254037386092;0;0;1;0;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;1;1;0;2;0;1;1;1;0;1;1;1;0;0;3;1;0;2;0;1;1;2;1;0;3;2;0;3;5;6;1;1;2;1;0;1;2;0;1;0;1;1;0;0;1;1;0;1;2;0;0;1;1;1;1;2;0;0;8;3;8;3;2;0;0;2;0;1;0;2;2;2
2022-02-25;9;9;9;9;9;6;35.44444444444444;15.452435981999011;19;62;678.2222222222222;724.0952592335103;9;7;36;4.0;184300;20477.777777777777;6678.655886063037;6922.222222222223;4904.533050601703;1;0;3;1;0;2;1;0;0;1;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;1;1;0;1;0;1;0;0;2;0;1;2;0;1;1;1;0;0;0;2;0;1;2;2;2;1;0;0;2;6;3;2;0;0;1;0;0;0;1;1;2;0;0;1;1;0;0;0;0;0;2;1;1;0;2;1;0;1;1;5;4;5;4;1;0;1;0;1;3;0;0;2;1
2022-02-26;21;21;21;21;21;9;40.523809523809526;13.02543299709859;24;68;784.2380952380952;591.0863646508778;21;11;91;4.333333333333333;831200;39580.95238095238;22326.67953475436;9861.904761904761;3798.878280555484;3;3;1;3;1;2;0;4;2;2;0;0;0;0;0;0;0;0;0;1;1;2;0;3;0;0;0;0;1;0;0;0;2;0;0;0;0;0;2;0;3;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;1;0;1;4;2;1;0;1;2;1;3;0;3;2;2;3;0;4;1;3;0;2;0;1;1;4;3;6;2;3;3;2;2;14;7;3;0;2;1;2;1;0;4;2;1;3;0;1;1;3;0;2;1;0;1;4;2;0;3;1;2;1;1;15;6;14;7;0;3;3;4;3;1;2;1;2;2
2022-02-27;18;18;18;18;18;9;35.388888888888886;13.647403928474022;19;60;396.0;317.78553626435473;18;10;76;4.222222222222222;647300;35961.11111111111;19496.88176844724;9561.111111111111;5410.353787376123;2;3;4;1;0;2;2;2;1;1;0;0;0;0;1;0;0;0;3;1;0;0;1;1;1;1;1;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;1;2;2;1;3;0;1;1;2;2;0;3;0;0;3;0;1;1;2;2;3;0;2;2;1;1;1;4;3;2;3;0;5;11;7;0;3;2;0;0;1;2;1;3;2;0;1;2;1;0;3;0;1;2;2;1;3;1;0;0;2;1;2;13;5;7;11;2;3;2;2;1;4;1;0;2;1
2022-02-28;14;14;14;14;14;7;43.214285714285715;13.734731782705374;23;65;852.3571428571429;404.3988144133228;14;11;56;4.0;382600;27328.571428571428;14370.23786385376;8285.714285714286;5038.5982701017665;1;1;4;2;2;2;0;0;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1;1;1;2;1;0;0;2;0;2;1;1;1;2;1;0;1;0;3;1;1;1;1;1;2;1;3;0;3;3;1;3;7;7;1;1;2;1;1;1;1;1;2;1;2;0;0;0;2;1;1;1;1;1;1;2;0;1;1;2;0;0;9;5;8;6;0;1;1;0;2;4;2;2;2;0
2022-03-01;19;19;19;19;19;8;37.68421052631579;15.09250230183829;20;62;674.5263157894736;550.8353624189609;19;10;76;4.0;544500;28657.894736842107;21485.99843281598;7557.894736842105;4204.404540937949;4;1;4;2;1;4;1;2;0;0;0;0;0;0;0;1;1;2;1;1;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;3;2;1;1;3;0;0;1;0;4;1;2;1;1;2;0;1;0;4;1;1;3;2;0;4;2;2;0;4;5;1;5;9;10;2;1;1;3;1;0;3;1;1;2;4;0;0;0;4;1;1;0;3;2;1;1;0;2;3;1;0;0;11;8;13;6;1;1;4;2;2;4;0;1;4;0
2022-03-02;31;31;31;30;31;10;43.67741935483871;10.351769886591677;25;62;811.6451612903226;619.7033456091227;31;13;119;3.838709677419355;976500;31500.0;21553.70037835731;8664.516129032258;4979.1932671264985;2;3;5;2;2;8;2;1;2;4;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;2;2;1;1;1;3;3;0;0;0;2;1;2;0;0;0;0;1;0;2;0;1;0;1;2;1;0;1;0;0;0;0;0;0;0;1;1;4;1;3;3;4;1;5;2;3;2;1;1;2;3;4;5;4;3;1;1;1;0;6;5;5;9;4;5;1;2;24;7;2;3;1;3;1;0;1;4;1;1;2;3;5;4;2;3;1;0;1;1;4;1;3;2;3;1;4;5;24;7;18;13;2;3;2;1;2;5;2;2;8;4
2022-03-03;27;27;27;27;27;9;42.370370370370374;12.354221166337464;18;61;953.074074074074;700.2697791085687;27;12;100;3.7037037037037037;850200;31488.88888888889;20117.35441647208;9266.666666666666;5266.366430909967;2;4;4;2;1;6;3;4;1;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;1;1;0;3;0;1;0;0;1;2;0;1;1;0;0;0;0;1;2;0;0;1;1;1;2;0;1;0;0;0;0;0;0;0;4;3;4;2;1;1;1;0;0;2;4;2;1;2;1;1;1;2;2;1;2;2;3;4;4;4;2;3;2;1;6;2;11;13;14;1;2;0;1;2;4;3;2;1;4;4;1;2;0;4;2;2;4;3;4;2;1;1;1;1;0;0;2;22;5;11;16;3;4;2;4;2;4;1;1;6;0
2022-03-04;16;16;16;16;16;8;45.125;12.365947867699695;20;60;1001.75;679.2925241258977;16;10;64;4.0;447700;27981.25;16216.543764522286;7393.75;3591.372764463936;1;1;4;3;1;2;0;2;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1;0;1;1;2;0;0;0;0;0;0;0;0;2;0;2;2;2;0;0;0;1;1;1;3;1;1;2;1;0;2;1;1;3;1;0;2;2;1;1;4;1;1;4;1;4;10;6;1;3;1;0;1;2;0;2;2;2;1;0;1;0;1;3;1;2;0;2;2;2;0;1;0;1;0;1;13;3;6;10;0;1;1;2;3;4;0;1;2;2
