TransactionID;CustomerID;Date;ProductID;Price_x;Qty;TotalAmount;StoreID;Age;Gender;Marital Status;Income;StoreName;GroupStore;Type;Latitude;Longitude;Product Name;Price_y
TR96784;205;26/03/2022;P2;3200;3;9600;7;46;0;Married;3,83;Buana Indah;Buana;General Trade;3,316694;114,590111;Ginger Candy ;3200
TR99840;40;26/03/2022;P6;18000;2;36000;9;19;0;Single;3,48;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Cashew;18000
TR1141;249;27/03/2022;P5;4200;2;8400;3;47;0;Married;13,34;Prima Kota;Prima;Modern Trade;-7,797068;110,370529;Thai Tea;4200
TR26815;158;27/03/2022;P5;4200;3;12600;12;49;1;Married;5,6;Prestasi Utama;Prestasi;General Trade;-2,990934;104,756554;Thai Tea;4200
TR3480;75;27/03/2022;P10;15000;4;60000;1;34;0;Married;9,69;Prima Tendean;Prima;Modern Trade;-6,2;106,816666;Cheese Stick;15000
TR40982;423;27/03/2022;P5;4200;3;12600;9;22;0;Married;3,55;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Thai Tea;4200
TR49381;58;27/03/2022;P8;16000;1;16000;14;27;1;Married;4,43;Priangan;Priangan;Modern Trade;-5,45;105,26667;Oat;16000
TR54641;67;27/03/2022;P1;8800;7;61600;2;19;0;Single;0;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;107,608238;Choco Bar;8800
TR75463;392;27/03/2022;P4;12000;2;24000;12;45;0;Married;19,68;Prestasi Utama;Prestasi;General Trade;-2,990934;104,756554;Potato Chip;12000
TR79918;115;27/03/2022;P9;10000;6;60000;10;39;0;Married;5,07;Harapan Baru;Harapan Baru;General Trade;3,597031;98,678513;Yoghurt;10000
TR87616;358;27/03/2022;P5;4200;3;12600;5;32;1;Married;3,2;Bonafid;Gita;General Trade;-7,250445;112,768845;Thai Tea;4200
TR90228;8;27/03/2022;P10;15000;3;45000;7;37;1;Married;5,49;Buana Indah;Buana;General Trade;3,316694;114,590111;Cheese Stick;15000
TR93489;247;27/03/2022;P10;15000;4;60000;9;33;1;Married;8,11;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Cheese Stick;15000
TR99604;416;27/03/2022;P10;15000;5;75000;3;27;1;;3,43;Prima Kota;Prima;Modern Trade;-7,797068;110,370529;Cheese Stick;15000
TR12061;189;28/03/2022;P3;7500;5;37500;12;59;1;Single;5,15;Prestasi Utama;Prestasi;General Trade;-2,990934;104,756554;Crackers;7500
TR17404;372;28/03/2022;P3;7500;6;45000;8;31;1;Married;6,19;Sinar Harapan;Harapan Baru;General Trade;5,54829;95,323753;Crackers;7500
TR32857;138;28/03/2022;P9;10000;1;10000;11;37;1;Married;8,96;Sinar Harapan;Prestasi;General Trade;0,533505;101,447403;Yoghurt;10000
TR32972;12;28/03/2022;P5;4200;2;8400;7;2;1;Married;4,94;Buana Indah;Buana;General Trade;3,316694;114,590111;Thai Tea;4200
TR40660;87;28/03/2022;P10;15000;1;15000;8;44;1;Married;9,57;Sinar Harapan;Harapan Baru;General Trade;5,54829;95,323753;Cheese Stick;15000
TR45827;132;28/03/2022;P7;9400;4;37600;12;41;0;Married;17,69;Prestasi Utama;Prestasi;General Trade;-2,990934;104,756554;Coffee Candy;9400
TR61044;339;28/03/2022;P5;4200;5;21000;11;22;0;Single;2,19;Sinar Harapan;Prestasi;General Trade;0,533505;101,447403;Thai Tea;4200
TR68685;375;28/03/2022;P5;4200;3;12600;13;58;0;Married;8,39;Buana;Buana;General Trade;-1,26916;116,825264;Thai Tea;4200
TR70497;15;28/03/2022;P9;10000;2;20000;3;30;0;Married;4,52;Prima Kota;Prima;Modern Trade;-7,797068;110,370529;Yoghurt;10000
TR72832;280;28/03/2022;P7;9400;3;28200;10;60;1;Married;9,57;Harapan Baru;Harapan Baru;General Trade;3,597031;98,678513;Coffee Candy;9400
TR83095;211;28/03/2022;P5;4200;4;16800;13;29;0;Married;3,54;Buana;Buana;General Trade;-1,26916;116,825264;Thai Tea;4200
TR84109;319;28/03/2022;P10;15000;5;75000;9;39;0;Married;8,82;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Cheese Stick;15000
TR95228;68;28/03/2022;P9;10000;4;40000;2;48;1;Married;17,42;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;107,608238;Yoghurt;10000
TR15499;134;29/03/2022;P9;10000;7;70000;10;50;0;Married;18,62;Harapan Baru;Harapan Baru;General Trade;3,597031;98,678513;Yoghurt;10000
TR16539;404;29/03/2022;P10;15000;5;75000;14;22;0;Single;2,69;Priangan;Priangan;Modern Trade;-5,45;105,26667;Cheese Stick;15000
TR24498;336;29/03/2022;P3;7500;5;37500;5;51;0;Single;10,84;Bonafid;Gita;General Trade;-7,250445;112,768845;Crackers;7500
TR2880;76;29/03/2022;P10;15000;2;30000;11;38;1;Married;7,88;Sinar Harapan;Prestasi;General Trade;0,533505;101,447403;Cheese Stick;15000
TR39127;2;29/03/2022;P2;3200;6;19200;6;60;1;Married;6,23;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Ginger Candy ;3200
TR59179;301;29/03/2022;P7;9400;3;28200;13;60;0;Married;8,97;Buana;Buana;General Trade;-1,26916;116,825264;Coffee Candy;9400
TR63244;124;29/03/2022;P1;8800;8;70400;6;28;0;Single;5,12;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Choco Bar;8800
TR65982;4;29/03/2022;P5;4200;4;16800;9;31;1;Married;4,87;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Thai Tea;4200
TR69829;301;29/03/2022;P10;15000;3;45000;5;60;0;Married;8,97;Bonafid;Gita;General Trade;-7,250445;112,768845;Cheese Stick;15000
TR89056;239;29/03/2022;P1;8800;8;70400;9;41;1;Married;6,55;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Choco Bar;8800
TR91643;414;29/03/2022;P1;8800;9;79200;9;21;1;Single;0,74;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Choco Bar;8800
TR92013;195;29/03/2022;P3;7500;3;22500;3;31;1;Married;10,91;Prima Kota;Prima;Modern Trade;-7,797068;110,370529;Crackers;7500
TR99856;114;29/03/2022;P5;4200;5;21000;12;22;0;Single;3,14;Prestasi Utama;Prestasi;General Trade;-2,990934;104,756554;Thai Tea;4200
TR14935;101;30/03/2022;P8;16000;1;16000;9;61;1;Married;54,2;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Oat;16000
TR1642;46;30/03/2022;P8;16000;1;16000;3;36;1;Married;8,31;Prima Kota;Prima;Modern Trade;-7,797068;110,370529;Oat;16000
TR19951;415;30/03/2022;P10;15000;1;15000;14;44;0;Married;18,57;Priangan;Priangan;Modern Trade;-5,45;105,26667;Cheese Stick;15000
TR26863;8;30/03/2022;P10;15000;5;75000;9;37;1;Married;5,49;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Cheese Stick;15000
TR31273;379;30/03/2022;P5;4200;3;12600;1;48;1;Married;17,74;Prima Tendean;Prima;Modern Trade;-6,2;106,816666;Thai Tea;4200
TR374;57;30/03/2022;P9;10000;7;70000;12;33;1;Married;6,5;Prestasi Utama;Prestasi;General Trade;-2,990934;104,756554;Yoghurt;10000
TR38427;250;30/03/2022;P9;10000;6;60000;2;30;1;Married;3,96;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;107,608238;Yoghurt;10000
TR57920;72;30/03/2022;P7;9400;4;37600;13;26;0;Single;1,81;Buana;Buana;General Trade;-1,26916;116,825264;Coffee Candy;9400
TR61854;444;30/03/2022;P1;8800;4;35200;13;53;0;Married;15,31;Buana;Buana;General Trade;-1,26916;116,825264;Choco Bar;8800
TR61973;118;30/03/2022;P10;15000;2;30000;5;20;1;Single;3,28;Bonafid;Gita;General Trade;-7,250445;112,768845;Cheese Stick;15000
TR63415;57;30/03/2022;P5;4200;3;12600;7;33;1;Married;6,5;Buana Indah;Buana;General Trade;3,316694;114,590111;Thai Tea;4200
TR75249;89;30/03/2022;P1;8800;7;61600;12;32;0;Married;9,68;Prestasi Utama;Prestasi;General Trade;-2,990934;104,756554;Choco Bar;8800
TR75984;201;30/03/2022;P2;3200;3;9600;14;57;0;Married;6,87;Priangan;Priangan;Modern Trade;-5,45;105,26667;Ginger Candy ;3200
TR77629;330;30/03/2022;P2;3200;4;12800;12;61;1;Married;7;Prestasi Utama;Prestasi;General Trade;-2,990934;104,756554;Ginger Candy ;3200
TR78109;410;30/03/2022;P9;10000;3;30000;13;55;1;Married;8,68;Buana;Buana;General Trade;-1,26916;116,825264;Yoghurt;10000
TR83522;154;30/03/2022;P8;16000;1;16000;8;31;0;Married;8,36;Sinar Harapan;Harapan Baru;General Trade;5,54829;95,323753;Oat;16000
TR90952;37;30/03/2022;P1;8800;10;88000;3;51;0;Married;17,11;Prima Kota;Prima;Modern Trade;-7,797068;110,370529;Choco Bar;8800
TR91130;290;30/03/2022;P8;16000;2;32000;6;19;1;Single;0,98;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Oat;16000
TR92504;146;30/03/2022;P10;15000;2;30000;3;27;0;Married;3,16;Prima Kota;Prima;Modern Trade;-7,797068;110,370529;Cheese Stick;15000
TR93420;413;30/03/2022;P1;8800;5;44000;5;31;0;Married;8,8;Bonafid;Gita;General Trade;-7,250445;112,768845;Choco Bar;8800
TR98789;172;30/03/2022;P7;9400;2;18800;11;57;1;Married;8,96;Sinar Harapan;Prestasi;General Trade;0,533505;101,447403;Coffee Candy;9400
TR10287;115;31/03/2022;P7;9400;5;47000;11;39;0;Married;5,07;Sinar Harapan;Prestasi;General Trade;0,533505;101,447403;Coffee Candy;9400
TR11827;210;31/03/2022;P9;10000;6;60000;6;33;0;Married;10,9;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Yoghurt;10000
TR1280;337;31/03/2022;P10;15000;4;60000;10;43;1;Married;5,12;Harapan Baru;Harapan Baru;General Trade;3,597031;98,678513;Cheese Stick;15000
TR17305;372;31/03/2022;P10;15000;1;15000;3;31;1;Married;6,19;Prima Kota;Prima;Modern Trade;-7,797068;110,370529;Cheese Stick;15000
TR21623;371;31/03/2022;P8;16000;3;48000;6;25;0;Married;3,06;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Oat;16000
TR33436;346;31/03/2022;P2;3200;3;9600;14;62;0;Married;5,08;Priangan;Priangan;Modern Trade;-5,45;105,26667;Ginger Candy ;3200
TR33953;122;31/03/2022;P3;7500;3;22500;7;26;1;Single;0,14;Buana Indah;Buana;General Trade;3,316694;114,590111;Crackers;7500
TR41645;114;31/03/2022;P6;18000;4;72000;9;22;0;Single;3,14;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Cashew;18000
TR47547;352;31/03/2022;P4;12000;5;60000;11;69;0;Single;6,15;Sinar Harapan;Prestasi;General Trade;0,533505;101,447403;Potato Chip;12000
TR57869;274;31/03/2022;P10;15000;1;15000;11;48;0;Married;11,99;Sinar Harapan;Prestasi;General Trade;0,533505;101,447403;Cheese Stick;15000
TR62348;62;31/03/2022;P2;3200;5;16000;6;51;1;Married;13,62;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Ginger Candy ;3200
TR80719;243;31/03/2022;P7;9400;3;28200;13;38;0;Married;3,34;Buana;Buana;General Trade;-1,26916;116,825264;Coffee Candy;9400
TR8302;115;31/03/2022;P10;15000;4;60000;13;39;0;Married;5,07;Buana;Buana;General Trade;-1,26916;116,825264;Cheese Stick;15000
TR86527;311;31/03/2022;P5;4200;5;21000;13;61;1;Married;7,64;Buana;Buana;General Trade;-1,26916;116,825264;Thai Tea;4200
TR95369;326;31/03/2022;P7;9400;4;37600;3;24;1;Single;2,69;Prima Kota;Prima;Modern Trade;-7,797068;110,370529;Coffee Candy;9400
TR12024;141;01/04/2022;P5;4200;3;12600;7;65;1;Married;9,94;Buana Indah;Buana;General Trade;3,316694;114,590111;Thai Tea;4200
TR14822;18;01/04/2022;P6;18000;1;18000;3;47;0;Married;13,6;Prima Kota;Prima;Modern Trade;-7,797068;110,370529;Cashew;18000
TR21840;374;01/04/2022;P9;10000;6;60000;7;32;0;Single;5,4;Buana Indah;Buana;General Trade;3,316694;114,590111;Yoghurt;10000
TR22437;58;01/04/2022;P3;7500;6;45000;5;27;1;Married;4,43;Bonafid;Gita;General Trade;-7,250445;112,768845;Crackers;7500
TR25887;341;01/04/2022;P10;15000;4;60000;7;43;1;Married;3,24;Buana Indah;Buana;General Trade;3,316694;114,590111;Cheese Stick;15000
TR27834;33;01/04/2022;P5;4200;3;12600;7;53;0;Married;17,11;Buana Indah;Buana;General Trade;3,316694;114,590111;Thai Tea;4200
TR36163;90;01/04/2022;P9;10000;1;10000;7;21;1;Single;0;Buana Indah;Buana;General Trade;3,316694;114,590111;Yoghurt;10000
TR4534;207;01/04/2022;P9;10000;7;70000;1;35;1;Married;10,54;Prima Tendean;Prima;Modern Trade;-6,2;106,816666;Yoghurt;10000
TR48845;305;01/04/2022;P8;16000;3;48000;12;29;1;Married;4,08;Prestasi Utama;Prestasi;General Trade;-2,990934;104,756554;Oat;16000
TR49237;447;01/04/2022;P9;10000;5;50000;14;54;1;Married;20,37;Priangan;Priangan;Modern Trade;-5,45;105,26667;Yoghurt;10000
TR52485;17;01/04/2022;P3;7500;6;45000;10;35;0;Married;3,14;Harapan Baru;Harapan Baru;General Trade;3,597031;98,678513;Crackers;7500
TR55166;57;01/04/2022;P8;16000;2;32000;10;33;1;Married;6,5;Harapan Baru;Harapan Baru;General Trade;3,597031;98,678513;Oat;16000
TR56815;112;01/04/2022;P3;7500;6;45000;5;31;1;Married;4,44;Bonafid;Gita;General Trade;-7,250445;112,768845;Crackers;7500
TR59552;428;01/04/2022;P4;12000;3;36000;13;60;1;Married;4,49;Buana;Buana;General Trade;-1,26916;116,825264;Potato Chip;12000
TR61040;360;01/04/2022;P8;16000;2;32000;14;54;0;Married;35,78;Priangan;Priangan;Modern Trade;-5,45;105,26667;Oat;16000
TR75263;150;01/04/2022;P2;3200;5;16000;12;61;1;Married;8,56;Prestasi Utama;Prestasi;General Trade;-2,990934;104,756554;Ginger Candy ;3200
TR76612;327;01/04/2022;P2;3200;3;9600;13;50;0;Married;12,41;Buana;Buana;General Trade;-1,26916;116,825264;Ginger Candy ;3200
TR95087;135;01/04/2022;P10;15000;2;30000;5;41;0;Married;3,28;Bonafid;Gita;General Trade;-7,250445;112,768845;Cheese Stick;15000
TR20662;131;02/04/2022;P1;8800;9;79200;6;25;0;Single;7,12;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Choco Bar;8800
TR29006;321;02/04/2022;P10;15000;5;75000;1;45;0;Married;8,03;Prima Tendean;Prima;Modern Trade;-6,2;106,816666;Cheese Stick;15000
TR33014;234;02/04/2022;P8;16000;2;32000;6;61;1;Married;10,86;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Oat;16000
TR34147;27;02/04/2022;P6;18000;4;72000;9;43;0;Married;17,42;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Cashew;18000
TR37469;47;02/04/2022;P3;7500;5;37500;3;35;1;Married;9,56;Prima Kota;Prima;Modern Trade;-7,797068;110,370529;Crackers;7500
TR4408;340;02/04/2022;P7;9400;4;37600;14;41;0;Single;10,9;Priangan;Priangan;Modern Trade;-5,45;105,26667;Coffee Candy;9400
TR55207;319;02/04/2022;P9;10000;3;30000;10;39;0;Married;8,82;Harapan Baru;Harapan Baru;General Trade;3,597031;98,678513;Yoghurt;10000
TR66707;167;02/04/2022;P10;15000;1;15000;11;28;1;Married;2,91;Sinar Harapan;Prestasi;General Trade;0,533505;101,447403;Cheese Stick;15000
TR67928;303;02/04/2022;P5;4200;3;12600;6;45;0;Married;10,34;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Thai Tea;4200
TR69903;289;02/04/2022;P1;8800;8;70400;6;29;0;Married;2,37;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Choco Bar;8800
TR7808;132;02/04/2022;P7;9400;2;18800;1;41;0;Married;17,69;Prima Tendean;Prima;Modern Trade;-6,2;106,816666;Coffee Candy;9400
TR87593;111;02/04/2022;P8;16000;1;16000;1;59;1;Married;4,59;Prima Tendean;Prima;Modern Trade;-6,2;106,816666;Oat;16000
TR87883;84;02/04/2022;P9;10000;2;20000;1;54;0;Married;18,12;Prima Tendean;Prima;Modern Trade;-6,2;106,816666;Yoghurt;10000
TR97129;246;02/04/2022;P1;8800;4;35200;14;40;1;Single;21,81;Priangan;Priangan;Modern Trade;-5,45;105,26667;Choco Bar;8800
TR10979;381;03/04/2022;P4;12000;3;36000;10;39;0;Married;6,92;Harapan Baru;Harapan Baru;General Trade;3,597031;98,678513;Potato Chip;12000
TR23231;333;03/04/2022;P5;4200;3;12600;7;47;0;Married;17,99;Buana Indah;Buana;General Trade;3,316694;114,590111;Thai Tea;4200
TR39268;438;03/04/2022;P10;15000;5;75000;13;36;1;Single;5,43;Buana;Buana;General Trade;-1,26916;116,825264;Cheese Stick;15000
TR56079;155;03/04/2022;P8;16000;1;16000;14;40;0;Married;7,17;Priangan;Priangan;Modern Trade;-5,45;105,26667;Oat;16000
TR57024;253;03/04/2022;P1;8800;6;52800;3;37;0;Married;4,32;Prima Kota;Prima;Modern Trade;-7,797068;110,370529;Choco Bar;8800
TR9597;143;03/04/2022;P5;4200;5;21000;14;25;1;Single;2,87;Priangan;Priangan;Modern Trade;-5,45;105,26667;Thai Tea;4200
TR12468;350;04/04/2022;P7;9400;3;28200;6;38;0;Single;7,95;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Coffee Candy;9400
TR2135;384;04/04/2022;P10;15000;5;75000;14;59;1;Married;4,42;Priangan;Priangan;Modern Trade;-5,45;105,26667;Cheese Stick;15000
TR26095;11;04/04/2022;P1;8800;3;26400;3;42;0;Married;12,25;Prima Kota;Prima;Modern Trade;-7,797068;110,370529;Choco Bar;8800
TR27245;339;04/04/2022;P5;4200;2;8400;13;22;0;Single;2,19;Buana;Buana;General Trade;-1,26916;116,825264;Thai Tea;4200
TR28907;164;04/04/2022;P1;8800;7;61600;9;18;1;Single;0;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Choco Bar;8800
TR4104;37;04/04/2022;P3;7500;4;30000;2;51;0;Married;17,11;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;107,608238;Crackers;7500
TR54270;392;04/04/2022;P10;15000;5;75000;4;45;0;Married;19,68;Gita Ginara;Gita;General Trade;-6,966667;110,416664;Cheese Stick;15000
TR56681;96;04/04/2022;P1;8800;9;79200;2;55;0;Married;13,67;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;107,608238;Choco Bar;8800
TR60285;223;04/04/2022;P5;4200;5;21000;2;62;1;Single;5,35;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;107,608238;Thai Tea;4200
TR67393;90;04/04/2022;P7;9400;6;56400;11;21;1;Single;0;Sinar Harapan;Prestasi;General Trade;0,533505;101,447403;Coffee Candy;9400
TR70022;78;04/04/2022;P10;15000;1;15000;8;41;1;Married;10,34;Sinar Harapan;Harapan Baru;General Trade;5,54829;95,323753;Cheese Stick;15000
TR71964;245;04/04/2022;P1;8800;7;61600;9;26;1;Married;4,58;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Choco Bar;8800
TR72590;277;04/04/2022;P8;16000;1;16000;11;60;1;Married;9,38;Sinar Harapan;Prestasi;General Trade;0,533505;101,447403;Oat;16000
TR8418;332;04/04/2022;P2;3200;4;12800;7;28;1;Single;6,91;Buana Indah;Buana;General Trade;3,316694;114,590111;Ginger Candy ;3200
TR94559;369;04/04/2022;P3;7500;5;37500;4;32;0;Married;10,62;Gita Ginara;Gita;General Trade;-6,966667;110,416664;Crackers;7500
TR98000;258;04/04/2022;P1;8800;9;79200;6;51;0;Married;12,57;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Choco Bar;8800
TR11680;388;05/04/2022;P7;9400;4;37600;14;44;1;Married;16,12;Priangan;Priangan;Modern Trade;-5,45;105,26667;Coffee Candy;9400
TR13038;346;05/04/2022;P1;8800;9;79200;2;62;0;Married;5,08;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;107,608238;Choco Bar;8800
TR21280;204;05/04/2022;P5;4200;4;16800;2;53;0;Married;9,46;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;107,608238;Thai Tea;4200
TR22346;236;05/04/2022;P7;9400;6;56400;13;28;0;Married;3,13;Buana;Buana;General Trade;-1,26916;116,825264;Coffee Candy;9400
TR33357;377;05/04/2022;P7;9400;5;47000;5;53;0;Single;10,39;Bonafid;Gita;General Trade;-7,250445;112,768845;Coffee Candy;9400
TR33826;46;05/04/2022;P6;18000;4;72000;12;36;1;Married;8,31;Prestasi Utama;Prestasi;General Trade;-2,990934;104,756554;Cashew;18000
TR34567;184;05/04/2022;P6;18000;4;72000;4;33;0;Single;13,93;Gita Ginara;Gita;General Trade;-6,966667;110,416664;Cashew;18000
TR36964;267;05/04/2022;P2;3200;3;9600;14;22;0;Single;0;Priangan;Priangan;Modern Trade;-5,45;105,26667;Ginger Candy ;3200
TR45309;14;05/04/2022;P1;8800;6;52800;2;58;1;Married;10,18;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;107,608238;Choco Bar;8800
TR75562;120;05/04/2022;P4;12000;4;48000;9;30;0;Married;2,48;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Potato Chip;12000
TR78827;442;05/04/2022;P8;16000;1;16000;10;42;1;Married;14,88;Harapan Baru;Harapan Baru;General Trade;3,597031;98,678513;Oat;16000
TR84736;47;05/04/2022;P3;7500;3;22500;13;35;1;Married;9,56;Buana;Buana;General Trade;-1,26916;116,825264;Crackers;7500
TR86692;410;05/04/2022;P9;10000;2;20000;7;55;1;Married;8,68;Buana Indah;Buana;General Trade;3,316694;114,590111;Yoghurt;10000
TR86693;342;05/04/2022;P3;7500;6;45000;2;48;1;Married;13,55;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;107,608238;Crackers;7500
TR94912;24;05/04/2022;P7;9400;2;18800;6;37;0;Married;9,53;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Coffee Candy;9400
TR11801;186;06/04/2022;P1;8800;2;17600;4;34;1;Married;4,02;Gita Ginara;Gita;General Trade;-6,966667;110,416664;Choco Bar;8800
TR17109;182;06/04/2022;P6;18000;3;54000;8;44;1;Married;14,57;Sinar Harapan;Harapan Baru;General Trade;5,54829;95,323753;Cashew;18000
TR22204;250;06/04/2022;P5;4200;5;21000;10;30;1;Married;3,96;Harapan Baru;Harapan Baru;General Trade;3,597031;98,678513;Thai Tea;4200
TR24638;311;06/04/2022;P4;12000;3;36000;5;61;1;Married;7,64;Bonafid;Gita;General Trade;-7,250445;112,768845;Potato Chip;12000
TR2914;199;06/04/2022;P3;7500;6;45000;2;41;0;Married;7,9;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;107,608238;Crackers;7500
TR29149;118;06/04/2022;P6;18000;1;18000;5;20;1;Single;3,28;Bonafid;Gita;General Trade;-7,250445;112,768845;Cashew;18000
TR34347;189;06/04/2022;P6;18000;4;72000;6;59;1;Single;5,15;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Cashew;18000
TR4131;432;06/04/2022;P5;4200;2;8400;13;35;1;Married;9,79;Buana;Buana;General Trade;-1,26916;116,825264;Thai Tea;4200
TR41318;204;06/04/2022;P9;10000;6;60000;5;53;0;Married;9,46;Bonafid;Gita;General Trade;-7,250445;112,768845;Yoghurt;10000
TR41889;189;06/04/2022;P2;3200;6;19200;6;59;1;Single;5,15;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Ginger Candy ;3200
TR54156;226;06/04/2022;P9;10000;3;30000;11;18;0;Single;0;Sinar Harapan;Prestasi;General Trade;0,533505;101,447403;Yoghurt;10000
TR89889;397;06/04/2022;P3;7500;4;30000;12;24;0;Single;6,42;Prestasi Utama;Prestasi;General Trade;-2,990934;104,756554;Crackers;7500
TR13466;10;07/04/2022;P10;15000;5;75000;2;34;1;;4;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;107,608238;Cheese Stick;15000
TR13708;39;07/04/2022;P10;15000;2;30000;12;66;1;Married;6,19;Prestasi Utama;Prestasi;General Trade;-2,990934;104,756554;Cheese Stick;15000
TR16030;138;07/04/2022;P3;7500;3;22500;7;37;1;Married;8,96;Buana Indah;Buana;General Trade;3,316694;114,590111;Crackers;7500
TR32530;304;07/04/2022;P6;18000;1;18000;4;34;0;Single;8,55;Gita Ginara;Gita;General Trade;-6,966667;110,416664;Cashew;18000
TR38619;336;07/04/2022;P10;15000;2;30000;9;51;0;Single;10,84;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Cheese Stick;15000
TR55364;319;07/04/2022;P9;10000;4;40000;4;39;0;Married;8,82;Gita Ginara;Gita;General Trade;-6,966667;110,416664;Yoghurt;10000
TR5922;241;07/04/2022;P2;3200;6;19200;11;24;1;Single;0,57;Sinar Harapan;Prestasi;General Trade;0,533505;101,447403;Ginger Candy ;3200
TR7344;79;07/04/2022;P9;10000;3;30000;8;20;1;Single;1,6;Sinar Harapan;Harapan Baru;General Trade;5,54829;95,323753;Yoghurt;10000
TR88564;326;07/04/2022;P10;15000;5;75000;2;24;1;Single;2,69;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;107,608238;Cheese Stick;15000
TR88894;424;07/04/2022;P2;3200;7;22400;8;38;0;Married;10,06;Sinar Harapan;Harapan Baru;General Trade;5,54829;95,323753;Ginger Candy ;3200
TR89192;359;07/04/2022;P5;4200;3;12600;13;46;0;Married;19,99;Buana;Buana;General Trade;-1,26916;116,825264;Thai Tea;4200
TR8933;316;07/04/2022;P5;4200;3;12600;5;45;0;Married;9,49;Bonafid;Gita;General Trade;-7,250445;112,768845;Thai Tea;4200
TR91011;350;07/04/2022;P9;10000;2;20000;5;38;0;Single;7,95;Bonafid;Gita;General Trade;-7,250445;112,768845;Yoghurt;10000
TR97409;241;07/04/2022;P1;8800;2;17600;4;24;1;Single;0,57;Gita Ginara;Gita;General Trade;-6,966667;110,416664;Choco Bar;8800
TR23189;16;08/04/2022;P7;9400;5;47000;5;52;0;Married;11,8;Bonafid;Gita;General Trade;-7,250445;112,768845;Coffee Candy;9400
TR25238;276;08/04/2022;P3;7500;2;15000;1;31;1;Married;8,96;Prima Tendean;Prima;Modern Trade;-6,2;106,816666;Crackers;7500
TR65271;390;08/04/2022;P4;12000;1;12000;6;20;1;Single;3,7;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Potato Chip;12000
TR67850;81;08/04/2022;P3;7500;1;7500;9;44;0;Married;19,49;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Crackers;7500
TR68293;363;08/04/2022;P5;4200;3;12600;7;35;0;Married;6,05;Buana Indah;Buana;General Trade;3,316694;114,590111;Thai Tea;4200
TR7042;43;08/04/2022;P7;9400;5;47000;5;53;0;Married;16,64;Bonafid;Gita;General Trade;-7,250445;112,768845;Coffee Candy;9400
TR72447;182;08/04/2022;P5;4200;3;12600;10;44;1;Married;14,57;Harapan Baru;Harapan Baru;General Trade;3,597031;98,678513;Thai Tea;4200
TR78157;81;08/04/2022;P1;8800;8;70400;1;44;0;Married;19,49;Prima Tendean;Prima;Modern Trade;-6,2;106,816666;Choco Bar;8800
TR81248;305;08/04/2022;P10;15000;4;60000;9;29;1;Married;4,08;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Cheese Stick;15000
TR85871;144;08/04/2022;P7;9400;6;56400;1;34;0;Married;10,01;Prima Tendean;Prima;Modern Trade;-6,2;106,816666;Coffee Candy;9400
TR99305;28;08/04/2022;P6;18000;2;36000;5;55;0;Married;6,08;Bonafid;Gita;General Trade;-7,250445;112,768845;Cashew;18000
